Power Backup,Lift,24 X 7 Security,Children's play area,Gymnasium,Landscaped Gardens,Car Parking,Club House,Status,Bathrooms,Floor,New/Resale,Additional Rooms,Balconies,Price Negotiable,posted_date,BHK,Area,Rate,Price,City,Carpet_area
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,2833,3399600,Bhubaneswar,1100
Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,October 2020,2,1053,3000,3159000,Bhubaneswar,790
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 2,NaN,NaN,NaN,NaN,March 2020,2,1200,375,450000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3333,3999600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,March 2020,3,1800,4888,8798400,Bhubaneswar,1400
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,February 2020,3,1335,4868,6498780,Bhubaneswar,1000
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,December 2019,2,1150,5652,6499800,Bhubaneswar,950
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3250,3900000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3833,4599600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,February 2020,3,1415,4381,6199115,Bhubaneswar,1100
Available,Available,Available,Available,Not Available,Not Available,Available,Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,December 2019,3,1630,4662,7599060,Bhubaneswar,1300
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,March 2020,3,1800,4777,8598600,Bhubaneswar,1400
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,5th of 5,NaN,NaN,NaN,NaN,March 2020,2,1000,3600,3600000,Bhubaneswar,780
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,March 2020,3,1800,4888,8798400,Bhubaneswar,1400
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3000,3600000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3750,4500000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3500,4200000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,2833,3399600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3333,3999600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3916,4699200,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3500,4200000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3833,4599600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3500,4200000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3500,4200000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3250,3900000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3916,4699200,Bhubaneswar,1100
Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3500,4200000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,3583,4299600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,March 2020,2,1200,3083,3699600,Bhubaneswar,1100
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,14th of 14,NaN,NaN,NaN,NaN,December 2019,3,1825,6849,12499425,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 2,NaN,NaN,NaN,NaN,April 2020,2,1200,2666,3199200,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,2250,2700000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,4250,5100000,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,2916,3499200,Bhubaneswar,1100
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,2nd of 4,NaN,NaN,NaN,NaN,February 2020,3,1450,3400,4930000,Bhubaneswar,1088
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,April 2020,2,1200,2833,3399600,Bhubaneswar,1100
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,3rd of 5,NaN,NaN,NaN,NaN,March 2020,3,1552,3833,5948816,Bhubaneswar,1169
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,March 2020,3,1565,2497,3907805,Bhubaneswar,0
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,October 2020,2,1053,3000,3159000,Bhubaneswar,790
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,February 2020,2,1050,2500,2625000,Bhubaneswar,0
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Under Construction,2,6th of 8,NaN,NaN,NaN,NaN,October 2020,3,1380,5000,6900000,Bhubaneswar,0
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,2,6th of 7,NaN,NaN,NaN,NaN,March 2020,2,1221,2751,3358971,Bhubaneswar,900
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,March 2020,2,1150,2600,2990000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,3rd of 6,NaN,NaN,NaN,NaN,December 2019,2,1235,3100,3828500,Bhubaneswar,807
Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,March 2020,2,1119,2965,3317835,Bhubaneswar,839
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,March 2020,2,1150,2500,2875000,Bhubaneswar,0
Not Available,Available,Available,Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 7,NaN,NaN,NaN,NaN,October 2020,2,1116,2508,2798928,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,4th of 7,NaN,NaN,NaN,NaN,February 2020,3,1510,2986,4508860,Bhubaneswar,1200
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,7th of 8,NaN,NaN,NaN,NaN,October 2020,2,1180,5000,5900000,Bhubaneswar,885
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,4th of 7,NaN,NaN,NaN,NaN,February 2020,2,1220,2963,3614860,Bhubaneswar,1200
Available,Available,Available,Not Available,Not Available,Available,Not Available,Not Available,Ready to move,1,3rd of 5,NaN,NaN,NaN,NaN,October 2020,1,450,2100,945000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,February 2020,2,1096,2737,2999752,Bhubaneswar,880
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,October 2020,2,1292,3000,3876000,Bhubaneswar,970
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,2nd of 8,NaN,NaN,NaN,NaN,February 2020,2,1235,3238,3998930,Bhubaneswar,980
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,7th of 8,NaN,NaN,NaN,NaN,February 2020,3,1474,5088,7499712,Bhubaneswar,1200
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,3,1st of 8,NaN,NaN,NaN,NaN,December 2019,3,1530,6209,9499770,Bhubaneswar,1200
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Ready to move,3,4th of 5,NaN,NaN,NaN,NaN,October 2020,3,1292,3000,3876000,Bhubaneswar,970
Available,Available,Available,Not Available,Available,Not Available,Available,Not Available,Ready to move,2,4th of 5,NaN,NaN,NaN,NaN,October 2020,2,1053,3000,3159000,Bhubaneswar,790
Not Available,Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,March 2020,3,1050,2500,2625000,Bhubaneswar,0
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,March 2020,2,1200,2500,3000000,Bhubaneswar,0
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,1,4th of 6,NaN,NaN,NaN,NaN,February 2020,1,540,2362,1275480,Bhubaneswar,445
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,5th of 5,NaN,NaN,NaN,NaN,March 2020,2,1193,5083,6064019,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Not Available,Available,Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,March 2020,2,1193,5200,6203600,Bhubaneswar,0
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,5th of 5,NaN,NaN,NaN,NaN,February 2020,2,1192,5005,5965960,Bhubaneswar,0
Not Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 5,NaN,NaN,NaN,NaN,February 2020,2,1193,5200,6203600,Bhubaneswar,0
Not Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,March 2020,2,1119,2849,3188031,Bhubaneswar,0
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,March 2020,2,1150,2497,2871550,Bhubaneswar,0
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Under Construction,2,1st of 5,NaN,NaN,NaN,NaN,October 2020,2,1025,3000,3075000,Bhubaneswar,769
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,October 2020,2,1053,3000,3159000,Bhubaneswar,790
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,July 2020,2,1058,8223,8699934,Bhubaneswar,800
Available,Available,Available,Available,Available,Not Available,Available,Available,Ready to move,4,2nd of 8,NaN,NaN,NaN,NaN,February 2020,3,1750,4742,8298500,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,4,2nd of 8,NaN,NaN,NaN,NaN,February 2020,3,1750,4800,8400000,Bhubaneswar,0
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Under Construction,3,2nd of 4,NaN,NaN,NaN,NaN,December 2019,3,1530,6000,9180000,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,3,1st of 4,NaN,NaN,NaN,NaN,September 2020,3,1659,9042,15000678,Bhubaneswar,1150
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,1st of 3,NaN,NaN,NaN,NaN,October 2020,2,1175,3404,3999700,Bhubaneswar,985
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,2,4th of 4,NaN,NaN,NaN,NaN,September 2020,3,1450,3572,5179400,Bhubaneswar,1015
Not Available,Available,Not Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,September 2020,2,1064,5639,5999896,Bhubaneswar,800
Available,Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Under Construction,2,2nd of 5,NaN,NaN,NaN,NaN,October 2020,2,1053,3000,3159000,Bhubaneswar,789
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,2nd of 4,NaN,NaN,NaN,NaN,August 2020,3,1138,6151,6999838,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Not Available,Under Construction,2,1st of 4,NaN,NaN,NaN,NaN,July 2020,2,1050,4000,4200000,Bhubaneswar,800
Available,Available,Available,Available,Available,Not Available,Available,Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,July 2020,3,1466,6139,8999774,Bhubaneswar,0
Available,Available,Available,Available,Not Available,Available,Available,Not Available,Ready to move,3,1st of 5,NaN,NaN,NaN,NaN,October 2020,3,1830,3934,7199220,Bhubaneswar,1550
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,2,12th of 25,NaN,NaN,NaN,NaN,February 2020,2,1245,4400,5478000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Available,Available,Under Construction,3,13th of 25,NaN,NaN,NaN,NaN,February 2020,3,1630,4403,7176890,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Ready to move,2,4th of 5,NaN,NaN,NaN,NaN,July 2020,2,1205,3983,4799515,Bhubaneswar,900
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,August 2020,2,1150,5739,6599850,Bhubaneswar,950
Available,Available,Available,Available,Available,Available,Available,Available,Ready to move,2,4th of 4,NaN,NaN,NaN,NaN,July 2020,3,1466,6275,9199150,Bhubaneswar,0
Available,Available,Available,Available,Available,Not Available,Available,Available,Ready to move,3,2nd of 6,NaN,NaN,NaN,NaN,December 2019,3,1400,3800,5320000,Bhubaneswar,0
Available,Available,Available,Available,Available,Available,Not Available,Available,Ready to move,3,NaN,Resale,NaN,NaN,NaN,April 2020,3,1989,7290,14499810,Bhubaneswar,0
Available,Available,Available,Available,Not Available,Available,Available,Available,Ready to move,2,3rd of 6,NaN,NaN,NaN,NaN,November 2020,2,1000,2175,2175000,Bhubaneswar,0
Available,Available,Not Available,Available,Not Available,Not Available,Not Available,Not Available,Ready to move,1,Gr,NaN,NaN,NaN,NaN,May 2020,1,601,6156,3699756,Bhubaneswar,600
Available,Available,Not Available,Not Available,Not Available,Not Available,Not Available,Available,Ready to move,2,NaN,Resale,NaN,NaN,NaN,April 2020,2,1226,2400,2942400,Bhubaneswar,0
Available,Available,Not Available,Available,Available,Not Available,Not Available,Available,Under Construction,3,NaN,Resale,NaN,NaN,NaN,June 2020,2,1145,3836,4392220,Bhubaneswar,733
Available,Available,Not Available,Not Available,Available,Not Available,Available,Available,Under Construction,2,2nd of 2,NaN,NaN,NaN,NaN,December 2019,2,1347,3099,4174353,Bhubaneswar,0
Available,Not Available,Available,Available,Available,Available,Available,Available,Ready to move,2,NaN,NaN,NaN,1,NaN,September 2020,2,1226,5301,6499026,Bhubaneswar,0
Available,Available,Not Available,Not Available,Available,Not Available,Available,Available,Under Construction,3,2nd of 2,NaN,NaN,NaN,NaN,December 2019,3,1572,3099,4871628,Bhubaneswar,0
Available,Not Available,Available,Available,Available,Not Available,Available,Available,Ready to move,2,4th of 6,NaN,NaN,NaN,NaN,December 2019,3,1434,2399,3440166,Bhubaneswar,0
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,NaN,NaN,2,NaN,April 2020,2,1120,3482,3899840,Bhubaneswar,784
Available,Available,Available,Not Available,Available,Available,Available,Available,Under Construction,2,2nd of 5,NaN,NaN,NaN,NaN,December 2020,2,1050,4500,4725000,Bhubaneswar,745
Available,Not Available,Available,Available,Available,Available,Not Available,Not Available,Ready to move,2,NaN,NaN,NaN,1,NaN,October 2020,2,1270,4960,6299200,Bhubaneswar,0
Available,Available,Available,Not Available,Available,Available,Available,Not Available,Under Construction,3,1st of 26,NaN,NaN,NaN,NaN,July 2020,3,2400,5000,12000000,Bhubaneswar,1235
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,3,2nd of 2,NaN,NaN,NaN,NaN,July 2020,6,2700,4185,11299500,Bhubaneswar,1200
Available,Not Available,Available,Available,Available,Not Available,Available,Not Available,Ready to move,2,3rd of 6,NaN,NaN,NaN,NaN,December 2019,2,1000,2350,2350000,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,2nd of 4,NaN,NaN,NaN,NaN,September 2020,2,1289,3399,4381311,Bhubaneswar,950
Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Under Construction,2,NaN,Resale,NaN,NaN,NaN,June 2020,2,1050,4500,4725000,Bhubaneswar,840
Available,Not Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Ready to move,2,3rd of 4,NaN,NaN,NaN,NaN,September 2020,2,1100,4272,4699200,Bhubaneswar,1000
Available,Available,Available,Not Available,Not Available,Not Available,Available,Not Available,Under Construction,3,2nd of 2,NaN,NaN,NaN,NaN,September 2020,3,1450,4827,6999150,Bhubaneswar,0
Available,Available,Available,Not Available,Not Available,Available,Available,Not Available,Under Construction,2,4th of 22,NaN,NaN,NaN,NaN,July 2020,3,1450,3400,4930000,Bhubaneswar,1087
